##VERSION=0.4.1
##SAMPLE=UnnamedSample
##READTYPE=UNKNOWN
##TIME=2024-08-16T00:11:48.379522685Z
##COMMAND=pbfusion discover --gtf /Reference/annotation.bin --output-prefix /dataset/pbfusion/pbfusion --threads 50 --min-coverage 1 -b /dataset/pbfusion/Hct116_ONT_dcDNA_Q10.bam
##INFO=<ID=RC,Number=1,Type=Int,Description="Number of reads supporting breakpoints">
##INFO=<ID=MD,Number=1,Type=Float,Description="Mean breakpoint variability (bp)">
##INFO=<ID=GN,Number=List,Type=String,Description="Gene names in breakpoint cluster from reference GTF. Segments not matching known genes are annotated as "N/A".">
##INFO=<ID=GI,Number=List,Type=String,Description="Gene IDs from reference GTF. Segments not matching known genes are annotated as "N/A".">
##INFO=<ID=GC,Number=List,Type=Int,Description="Read support counts per gene name">
##INFO=<ID=CL,Number=1,Type=String,Description="Annotation of alignment classes [Fusion, ReadThrough, Unannotated, or SenseAntisense]">
##INFO=<ID=MQ,Number=2,Type=Float,Description="Phred-encoded mean map qualities for source and sink breakpoints, respectively; averaged in error probability space, not phred scores">
##INFO=<ID=MI,Number=2,Type=Float,Description="Mean alignment identity for the source and sink breakpoints, respectively">
##INFO=<ID=SA,Number=2,Type=Int,Description="Supplemental alignment counts for the source and sink">
##INFO=<ID=BP,Number=1,Type=Int,Description="Number of breakpoint pairs in cluster">
##INFO=<ID=EX,Number=2,Type=Int,Description="Counts of exonic breakpoints for the source and sink">
##INFO=<ID=IN,Number=2,Type=Int,Description="Counts of intronic breakpoints for the source and sink">
##INFO=<ID=AC,Number=List,Type=String,Description="Annotation of all breakpoints supported by reads in this cluster.">
##EXTRA=<ID=RN,Number=List,Type=String,Description="Names of reads contributing support">
##EXTRA=<ID=ON,Number=List,Type=String,Description="Names of reads contributing support if read clustering was used">
##EXTRA=<ID=CB,Number=List,Type=String,Description="Single cell barcodes contributing support">
#chr1	start1	end1	chr2	start2	end2	id	score	strand1	strand2	info	extra
chr21	36387707	36387708	chr6	105666561	105666562	BP2027	MEDIUM	+	+	RC=3;MD=34.2;GN=MORC3,CHAF1B,ENSG00000219088;GI=ENSG00000159256.13,ENSG00000159259.8,ENSG00000219088.1;GC=1,3,3;CL=FUSION:3;MQ=29.5412,4.01029;MI=0.925589,0.878553;SA=3,1;BP=3;EX=3,1;IN=0,0;AC=chr21:36386258+/chr21:36387595+,chr21:36387707+/chr6:105666561+,chr6:105667902+/chr21:36416270+	RN=ce6a716f-51d7-431c-9437-a1c8af5170a4-ccs,070d9dbd-336e-43af-adfe-418222782186-ccs,84dded65-ae54-476d-9f86-a493ae00a338-ccs;ON=.;CB=.
chr21	36395200	36395201	chr17	1635618	1635619	BP2053	MEDIUM	+	-	RC=1;MD=0;GN=MORC3,ENSG00000219088,CHAF1B,SCARF1;GI=ENSG00000159256.13,ENSG00000219088.1,ENSG00000159259.8,ENSG00000074660.17;GC=1,1,1,1;CL=FUSION:1;MQ=5.7712,60;MI=0.916778,0.907246;SA=1,0;BP=1;EX=0,1;IN=1,0;AC=chr21:36386223+/chr6:105666450+,chr21:36395200+/chr17:1635618-,chr6:105666700+/chr21:36394545+	RN=e904dbb8-c529-430c-a3fb-138d67fea1df-ccs;ON=.;CB=.
chr21	37073360	37073361	chrX	75745984	75745985	BP2057	MEDIUM	+	-	RC=3;MD=61.5;GN=TTC3,TTC3P1;GI=ENSG00000182670.14,ENSG00000215105.4;GC=3,3;CL=FUSION:3;MQ=57.0034,60;MI=0.926831,0.88583;SA=2,1;BP=3;EX=2,3;IN=1,0;AC=chr21:37073360+/chrX:75745984-	RN=aeea0629-e2e5-4b9a-8fdd-1febce8b9457-ccs,5d1a445d-68fe-41a4-871b-8e3af778c85f-ccs,bd0712cd-01dd-4c30-ac7a-6b27ae399f05-ccs;ON=.;CB=.
chr21	37084330	37084331	chrX	75746924	75746925	BP2058	MEDIUM	+	-	RC=1;MD=0;GN=TTC3,TTC3P1;GI=ENSG00000182670.14,ENSG00000215105.4;GC=1,1;CL=FUSION:1;MQ=60,60;MI=0.923508,0.907602;SA=0,1;BP=1;EX=1,0;IN=0,0;AC=chr21:37084330+/chrX:75746924-	RN=367048b6-03a1-4c3c-a10c-4852abf48207-ccs;ON=.;CB=.
chr2	202302917	202302918	chr6	35575148	35575149	BP221	MEDIUM	-	-	RC=1;MD=0;GN=ENSG00000286223,FKBP5;GI=ENSG00000286223.1,ENSG00000096060.15;GC=1,1;CL=FUSION:1;MQ=60,60;MI=0.953846,0.917492;SA=1,0;BP=1;EX=0,1;IN=1,0;AC=chr2:202302917-/chr6:35575148-	RN=f80d9b70-c700-4ffc-b813-69925e9824a9-ccs;ON=.;CB=.
chr2	202303461	202303462	chr15	59768874	59768875	BP195	MEDIUM	-	+	RC=1;MD=0;GN=ENSG00000286223,RPS3AP6;GI=ENSG00000286223.1,ENSG00000234797.5;GC=1,1;CL=FUSION:1;MQ=58,39;MI=0.945274,0.888889;SA=1,0;BP=1;EX=0,0;IN=0,0;AC=chr2:202303461-/chr15:59768874+	RN=d2b0493b-6fec-4081-a43b-f0baf9c0677f-ccs;ON=.;CB=.
chr2	202911491	202911492	chr4	102751383	102751384	BP193	MEDIUM	-	+	RC=63;MD=45.4;GN=WDR12,ENSG00000251288;GI=ENSG00000138442.11,ENSG00000251288.2;GC=63,63;CL=PotentialTransSplicing:63;MQ=60,13.995;MI=0.925537,0.875786;SA=50,18;BP=63;EX=63,33;IN=0,0;AC=chr2:202894579-/chr4:102752123+,chr2:202911491-/chr4:102751383+,chr4:102751821+/chr2:202879789-,chr4:102751851+/chr2:202896208-,chr4:102752647+/chr2:202879502-,chr4:102752647+/chr2:202880851-	RN=635b6d99-78ef-4c0c-af06-38d37dc12dff-ccs,355f3a4f-eb11-488e-9d45-9a82e02ee8ad-ccs,f1509853-21b1-4fb6-811b-2d240715d71a-ccs,8f4afd99-3c17-4087-bcc6-d940fc0676c5-ccs,22bf8cec-d4b5-4d47-bc7a-803fefbfb820-ccs,61f00581-bb53-407a-82ad-5d2f33f34dbb-ccs,3ef7421b-b819-4c8e-bc17-55960a0b9f0b-ccs,ac9c3556-9c04-4c50-8ffd-0a400044ef53-ccs,6e22ae02-ba7c-42e7-afad-69e82b208b2e-ccs,566e84bc-588f-4057-af76-b14d5c9639a1-ccs,fef226f5-0392-4df5-bc16-87af417f1952-ccs,7ce30d6d-c6e1-4cbb-9283-ac06daf38139-ccs,7dc64031-60e7-4a1e-9573-6625d7afcdbe-ccs,38e88a91-dd9c-45f4-ad58-f3101fd0ba13-ccs,8f9651a7-093c-47ba-87a1-c2c0db64e9cf-ccs,921d3cd5-f516-496a-8973-6c0dd15baac4-ccs,28d199aa-7a53-4564-9fc6-6de1e4572293-ccs,e1d51e41-a476-4cb5-ab0e-88baa271c741-ccs,c983d7e5-0adc-43d9-aa2b-2f0ce6e3e113-ccs,554028dd-55be-45df-ae04-55973dcff0b3-ccs,b902934b-17b1-4c49-ba2e-2e2ef61cc6ed-ccs,9e5c725e-ab9a-47ef-a7b2-533845354208-ccs,a3a6e838-59ec-4ee3-9977-cc0aae77d797-ccs,8223d8e5-5fcf-48a7-a3e6-063c30067a9a-ccs,d76f9cac-bd37-47bb-a0e2-39d191699d20-ccs,3927246e-5c4d-4805-8893-af0c976e44b3-ccs,9c8e14b0-cd13-40ea-a9e7-46443a94ac9a-ccs,2c0d951e-cbda-4c7d-9450-d657a7cacd32-ccs,d4bbc214-6a07-4bf2-8312-ec2d3b8b31ae-ccs,a2afb316-2823-41ad-b8bf-5e1cb3ddcf38-ccs,7b4127dd-1949-4cca-b81a-95e73b7441b6-ccs,c038a186-a04b-464a-a81a-bc82bd99b342-ccs,876d34a1-e82f-4d9c-9dbe-e1db12f87a9e-ccs,43cfec89-c6ee-472c-9ab2-806b96c98fad-ccs,0c142e24-7c8b-4c17-aeec-c1e15bfad382-ccs,18c52fe7-64f2-462d-aa41-dc9281a0280c-ccs,20bd2f0d-68aa-42ea-bf1f-97d30fa818b5-ccs,2be19e2e-f285-4b83-88d7-2d454ec43228-ccs,ac90cf62-539f-4a83-a32a-c2ba306efb2f-ccs,1dea4cb0-2311-4047-af19-82b75dde5944-ccs,1745bcfe-ab52-4540-9f8b-d76d5701a3a6-ccs,910e5b3a-b988-499b-9f9e-0e4cc01b1dac-ccs,01a74044-c946-4dc2-bb94-eed19ee37737-ccs,5dfc7776-3c72-4175-bcdc-e82d6f700090-ccs,324b886b-e0df-46e9-af17-72a371ca879a-ccs,4e8a4754-44d2-4c50-abbb-1a73454bfc48-ccs,affaf149-2c0f-4e6f-af15-8edd6bbdd996-ccs,89b40f95-8892-446b-869c-fe16b3ec22e3-ccs,dedc632d-89e5-46a1-a274-007e3f597409-ccs,88bb2790-268f-482b-bc05-570e89e01540-ccs,82703006-1c1f-4721-8bfb-0e430d16f209-ccs,9ef82a8c-1896-4e87-ad84-2d443fc00c40-ccs,5db7f14c-5b44-4dd9-91b2-8f12216f76ff-ccs,7f3398e7-a275-4d12-838a-a2efce42be78-ccs,a92caefa-0d46-4c60-9246-a6ab41a33050-ccs,0f42881b-7761-4c72-9d9d-4bc543c2b193-ccs,083387e3-759c-43fc-9813-34528ca1a795-ccs,47cd0529-e175-4dd1-97f0-0d035a3d9a4e-ccs,00bf23db-ec5e-426e-83d5-1b5a2d3e6014-ccs,ff2eba86-83b2-48e2-9a62-2a74de24b64f-ccs,0e012dc8-082d-4b14-ac56-f9351d16bcb7-ccs,1bbccf98-c1da-4eb1-bc39-20e2c0e93d8d-ccs,771913b6-6c7c-407e-8391-2ff1ee92d10e-ccs;ON=.;CB=.
chr2	203328344	203328345	chr2	203328406	203328407	BP2517	MEDIUM	-	+	RC=2;MD=11.5;GN=N/A,RAPH1,ENSG00000256458,ABI2;GI=N/A,ENSG00000173166.18,ENSG00000256458.1,ENSG00000138443.17;GC=2,1,2,2;CL=SenseAntisense:2;MQ=34.679,39.178;MI=0.942203,0.941989;SA=2,2;BP=2;EX=0,2;IN=2,0;AC=chr2:203328344-/chr2:203328406+,chr2:203366888-/chr2:203328632-,chr2:203380203-/chr2:203328623-,chr2:203394712-/chr2:203380385-,chr2:203395661-/chr2:203394841-	RN=df649a62-3197-48bf-8ea8-1a912d9ec5b6-ccs,9b759241-8aaf-46ac-a316-b120283d3b66-ccs;ON=.;CB=.
chr2	203634737	203634738	chr17	32369596	32369597	BP253	MEDIUM	-	+	RC=231;MD=92.9;GN=ENSG00000233459,ZNF207;GI=ENSG00000233459.1,ENSG00000010244.19;GC=231,231;CL=PotentialTransSplicing:231;MQ=24.814,56.2624;MI=0.854707,0.931948;SA=142,90;BP=231;EX=141,231;IN=0,0;AC=chr17:32350291+/chr2:203636010-,chr17:32351911+/chr2:203635140-,chr17:32351914+/chr2:203635712-,chr17:32366756+/chr2:203635140-,chr17:32368008+/chr2:203634902-,chr2:203634737-/chr17:32369596+,chr2:203635467-/chr17:32361465+	RN=6ed84014-8f3f-466b-b531-a27dd1b7176d-ccs,836e94eb-3277-4585-b3db-8083197a12ef-ccs,dede0e6c-ba78-4bea-af06-ecb31f33e98c-ccs,e02696d1-1818-4630-9443-fc1277894fbd-ccs,04ee4a79-cdfd-4795-8c3e-dc05f7b18f99-ccs,cabdbecd-8b8d-4685-a7cd-77709bfeafd1-ccs,c7dd74e3-3812-4293-a909-32ed35e2e5d7-ccs,686b1e63-8f21-4a6a-9be5-6a4639dc689b-ccs,78f1d300-0747-40b7-96cf-8d7350f10d92-ccs,566f81da-1c1b-4c80-8558-a632db4b095a-ccs,3a126936-9cd9-4499-85c3-04605b3fac1a-ccs,18270005-7c14-400a-90f3-84ccc9c0f6af-ccs,37951efb-ea3e-40b6-b299-b2bf22bb7ab4-ccs,8f6fc4be-7eb4-401b-993e-b149d64570d7-ccs,a048808d-2d07-4cb4-b6fe-a1ce111b35c6-ccs,1d3229d1-f56f-4da3-ada2-fc481a018410-ccs,762e0afe-b0d4-40d2-a741-9749dfafa904-ccs,317b81db-0a6e-4c05-bc5f-a77a25611690-ccs,974c65df-b63b-4818-ac1c-11b800a8861c-ccs,6cd641d7-02cc-41af-88c1-e3a5170cdf72-ccs,3a928344-1e03-49f9-8f16-b1da0791d78f-ccs,dfbd6c07-6a51-4136-9e3d-d8e837d2546c-ccs,714e172d-ac71-4cfb-b8e7-6dedd8d46fb1-ccs,7959fefb-0a24-4b81-8dc3-748d6cada902-ccs,5ac3c8b6-cc51-401e-9402-d9047b0548c0-ccs,073cb3c9-a3a3-42c4-9a92-e0e1ee251c32-ccs,4c71ea6a-61c5-4bb2-b20d-16772fc55b97-ccs,bcab559c-4186-48ff-a377-9c4d6e00190e-ccs,f6215311-14de-4fe6-ab94-7830100a9cc3-ccs,f1024c2e-2c7a-45ba-892e-d1cffc76409d-ccs,f6a2b66e-faab-4483-b014-cbf50898a2ae-ccs,f40a2900-2a5d-4aa9-b180-3323c7a953de-ccs,b0f52a6a-aff5-473a-a04b-1fa08b847853-ccs,b731de2e-8d2b-4cf7-babb-dbafadcb5932-ccs,0a59d16c-488e-45c2-9b5d-07763cc1459b-ccs,44d4155a-defe-43ea-9dd4-3c67985c23d4-ccs,60038717-c51a-4913-821a-60651a7f256a-ccs,438afc7f-c385-446b-86e6-8205e3ad7169-ccs,b76e57f8-071d-4e3c-a2a6-9ad1b61e8a11-ccs,0039d8da-1a15-47e1-ab33-259075863dd9-ccs,c543b609-3178-497d-8ef0-9de58050edd1-ccs,aaf766a8-67a9-4ba5-b238-6ee71038f49a-ccs,58829127-2f3f-4100-8592-31beb66caf6e-ccs,b003ee9d-2a01-499d-8c85-d78f11ab5271-ccs,6f60ad5b-8678-4bb4-84b0-01a2f201c2be-ccs,bcd818e2-5deb-4066-94c2-bc8c7364a50c-ccs,cb4fc108-d4db-49c9-8a94-b316dad6d69b-ccs,ca24a6b8-8fb5-4cb9-ae9d-351de78f45e2-ccs,8c7d0abb-b513-4227-9b50-61f7adaa12fa-ccs,1b630166-bdde-424c-b47c-cb503f7ce634-ccs,f02168f8-8fc6-4c3b-84eb-8cdf3764546d-ccs,39826306-3e3f-47de-8650-1a88da744b47-ccs,8a326dc7-cd8b-45f0-9dda-398971444b6e-ccs,f0fde0c4-9403-48d8-9000-6534719b1f79-ccs,7861beaf-7a76-41a0-a365-ca246b0e0ecc-ccs,d771a775-01ea-4947-b2b1-59b8dc7d44c5-ccs,f80f8056-3f92-4328-9a28-64dd22f79e2f-ccs,647fff25-ed9c-494d-8268-163d47396375-ccs,7545236c-357a-4d96-ac0a-fbfa541c5209-ccs,5ce18ed3-361b-4f76-b381-c56983636232-ccs,168c4d14-1eb4-468a-9357-41f11661c62b-ccs,ed91ae18-0b6f-41ce-9b5f-7f1539bc6644-ccs,3c12a266-134f-446e-ad7d-dd303b81852c-ccs,c3df2957-9363-42b3-b850-3b0fd59e8939-ccs,0a9dd48c-6396-49e8-9a97-6f5ef0fd5f0d-ccs,54232b7c-d5fa-48fb-a512-0d438a7ba90e-ccs,b3bc38d0-5106-440c-99ee-89df0dff1d9e-ccs,8068f18c-ea2c-4ea4-8932-7e57f077c6d3-ccs,19816380-55ab-4273-b8d0-ab8f2b4f31de-ccs,9e5e00c0-b2ba-4d47-a41c-17f6da1155ad-ccs,46c916b2-8cde-47f9-b60b-e1fcbd1f723d-ccs,94c6b5f5-53cf-4222-98d7-96994948c4be-ccs,60926a2b-042d-4a3e-878f-be06caba1681-ccs,331e9ef4-a6c2-43eb-a22f-bd4a0b737d4a-ccs,68a8fc80-c95a-439f-9c84-ab39b563721c-ccs,890a2890-6f26-4217-8063-3f2724e2d3aa-ccs,c404735d-72ad-448a-96e0-ad4170bc80fb-ccs,17cb316c-1e84-4351-95f2-745b00893bde-ccs,84cbd5b1-01c6-4fef-8c05-b6aa2567a931-ccs,9c27102f-e8ee-49a7-8620-2f54e6cd7f65-ccs,4888d8a8-6147-41c1-9747-03569ef8debf-ccs,1c66d5f5-0947-4016-9fb5-f21b3d5b6ea8-ccs,7ca75dfe-f10c-4ead-a231-406c06593462-ccs,9cc8dfed-620c-4c31-b3a6-02cab8f2237c-ccs,2a6c3389-1b16-460d-9c82-6537374b0ef3-ccs,9d5ec66c-0206-46e3-b7c8-2826f3f2ca62-ccs,90d34b90-4213-4c97-92e4-b6d31206a3c5-ccs,c41b7c63-9258-4ee7-84b1-c7e85a720465-ccs,405aeb2b-db7e-40d5-b9ae-964c23b1ffc7-ccs,3805bc48-e3fb-4ea1-9f1e-66ece4b2134c-ccs,d691c59a-3cd5-4d7a-b9e2-2f985c08769b-ccs,c34ab6ef-5224-4545-8daf-2670f731bf7a-ccs,e63b62b9-0172-4ddc-9149-12eedf7863c8-ccs,f307b591-399c-4b5d-bdda-bfc2f9898f94-ccs,1ee5b543-6174-413b-b27d-cb93a9ce3f1b-ccs,b2a1e633-e15f-4652-8e3d-2ea06e0a19aa-ccs,86eae413-1d68-4aaf-a392-694754cd6f10-ccs,238c0c59-313a-4c91-bfd0-f1e41d817b4b-ccs,aef7cc24-878a-4fb3-a6c4-afec37f3248e-ccs,8653b889-127e-4b01-ba28-8387deb99ad1-ccs,c7b9f673-558d-4f7b-b27c-0bc9454c1f12-ccs,024acf83-7309-404f-83e6-1f6e17781a27-ccs,3f34efec-104c-4017-b5fd-3425f31c875f-ccs,f6b4f7b2-8581-4529-abd6-410cf7bb66fb-ccs,da62077e-9348-4e8d-bd2e-38b285c3844b-ccs,28ac285b-7846-4091-b66a-53c0081bab81-ccs,949f9ff7-b5d3-46c7-a0d3-eb1df27d88f7-ccs,8d66fdb0-1d14-4a21-acd7-15cea982bc00-ccs,d1006b96-0164-463f-8799-5666a92c7718-ccs,55e1829f-75ec-4de7-a2ff-3fa3017865e4-ccs,6b73af35-7c6f-49e4-912d-d23d67cd395d-ccs,12f78209-5fd9-410a-a0bf-01b91e943fe6-ccs,8c9579e4-d28b-4593-8590-99d18dec11ee-ccs,59f93e3f-9a61-4792-8681-da21f973d4d9-ccs,3753ee7d-6ed3-47d1-86b6-a98c78d9b508-ccs,6cba6bbb-ca25-492d-9f8d-98822237f437-ccs,67a2ea80-d81c-49e2-aa32-d9a34de18ffc-ccs,8491d60c-6e06-40ac-a78c-281683238e96-ccs,18bed3d8-07d2-4ff4-aaf5-5333da786c1d-ccs,16f3229e-ff03-4893-a0b8-136d00350385-ccs,ce69f799-055f-4f0a-8948-3092a1835b1c-ccs,53745279-64b7-4423-bf53-1b6dfce46e41-ccs,0948f4be-ef3b-4619-acfc-258f25729d1c-ccs,50f6bc78-db4a-4c63-a2be-9978d9c57b8f-ccs,0d298cc3-ae26-4354-bc5e-818ca0a909cd-ccs,a1252521-f422-4deb-9172-e3a8202a3c4c-ccs,0ad97c58-84ea-42d5-838a-147dd403d13e-ccs,eb0a6b27-db52-4cac-936c-9531baee522b-ccs,f235d2fd-8614-4462-8f8c-477115dc5edc-ccs,acc65bcf-9996-40e9-b435-5f2ada56fcc5-ccs,126451a9-708d-471a-87e8-8bc591d92bfd-ccs,d5028506-fe9b-4e43-99f2-639b6191e876-ccs,9ba88f79-91b3-4042-936f-00dd8c853ea3-ccs,1681118d-ab07-44b1-8c55-36afff80ff93-ccs,3608fe13-f34d-45f5-85ff-71868121024a-ccs,c5a4aee1-37cd-493e-95e3-8f74a4ccc263-ccs,4de1b32b-c8c2-42aa-82be-f8632f5b4b25-ccs,baa51278-9a29-4a59-aeed-27a163a77dbd-ccs,e7d21666-2e62-4427-8d14-247893dad833-ccs,01fcb8f9-65ee-44c8-b84e-2b3df8a91ce2-ccs,26b2d6e3-3ca1-4727-aeaa-9a39fe5f84cd-ccs,ca25e39b-0ded-4445-9cfa-5fe4e8e5c01d-ccs,2d9f3ef4-dc4d-4cb2-af3c-079e693f69f9-ccs,b5576644-d23c-4d05-a21d-9f69fe10341d-ccs,7b29f3bc-6328-49f5-bd28-0e6e77e67bf4-ccs,7cf5acce-fffb-4a46-811e-a3476df4032e-ccs,71affc81-f53c-463b-901c-e8ace3c9e672-ccs,8276321c-1d41-4ad2-beb3-37a8806256dd-ccs,f1b3ee85-acc3-4d5c-92cc-f6fb0af48993-ccs,a3b9226e-70a0-44fa-93c8-9a84f5b852e2-ccs,fa05c21e-08fc-4147-99c7-6ccb67c90c12-ccs,c460e3a3-eb6a-42b9-b617-fb749c075c38-ccs,9dd7222b-6ab0-4ca0-a87c-2e4ca729f669-ccs,ba67bcbb-7ad5-42dd-b99f-e7f1ba11ada0-ccs,42ce8fa3-420e-4fb1-851f-3efbec56a8ad-ccs,3cc6057d-d480-48df-9cc4-e6e3e276f866-ccs,61d7916a-0a62-4c93-8070-8cfa128f4c36-ccs,1a9b047d-0562-4a11-9979-579bb994b3da-ccs,c13694c4-6704-4098-a3c7-af7b5d5bfdef-ccs,eaac9fa4-49a6-4812-93f9-630c69f598f2-ccs,af7d870c-a123-4301-b3ee-219ed28847f7-ccs,71e4017d-adf0-412f-8f58-47210f5a57f6-ccs,064a1969-8035-4e0a-9459-d73a101560cb-ccs,405d3306-df90-423f-a561-e140bd58454b-ccs,297b7a25-bf04-4764-b371-7f00175c6c83-ccs,d36edd98-4912-45a5-b956-ce7dd748aa3b-ccs,adfe39c1-0f58-42b2-a0e7-6ec54dd44a02-ccs,d5fab811-000f-484b-9f49-0a239b644cad-ccs,be352b29-e5df-42b5-94d0-afa40ed0b89b-ccs,2a0ff7d1-8f6d-40b2-9338-73fcac833bfa-ccs,b46ca92e-1957-45f9-a63a-6b615e463124-ccs,99c9c64a-83f5-4d73-a575-5d26dd806210-ccs,181c484b-9471-48de-801f-a3e50de0dc03-ccs,fe2c5079-86de-4a3b-a36f-2da50bd3be8c-ccs,788c8020-bd0e-4e5b-ac31-bdc4a998b7c6-ccs,a4251185-17e0-4b75-a71d-ef7c531d2f20-ccs,5cf0f234-93f1-4e56-89ed-6b63a00856c4-ccs,79d515bd-7d5e-4795-8963-090b14c4f821-ccs,00ae7471-65ae-4395-ab38-d201a75c91c5-ccs,c4294802-8c19-4fbe-86c3-78b26ad7f775-ccs,f7c5a0d8-e67a-4dd8-a091-6502fc153225-ccs,b8194e07-eabf-4b72-b1cd-8c40b9b8acf2-ccs,9818b08b-7cea-4107-a155-6c200b4c5464-ccs,8d4ce5e2-b795-46f9-8c4b-025326faa390-ccs,458a46c9-18dc-450b-8637-e6c610c951e8-ccs,c7d80e37-822d-4217-81b7-b6f253028b53-ccs,075c8afe-7c4b-4570-afce-ae3a1614c12d-ccs,32c711bb-05ff-4ad2-a612-4d4285df23f7-ccs,127de9f7-5785-4fb1-b7ac-cf2fde854862-ccs,e048928c-624a-45a3-a96e-b78e6eada94d-ccs,224fcf28-2bf3-4824-99f8-0790d5b8f94c-ccs,7aeea322-1bbc-41cf-ae7d-0b1097be8920-ccs,6290213c-1d3b-4857-b555-a01ffc8659df-ccs,cac4f04a-3f80-4601-b104-fd56363a1bd4-ccs,b24a7cdb-a039-4319-8c5a-5c18c3e6c92f-ccs,e8dfcfd1-6d06-4d2c-869f-53c1531670ed-ccs,67b29950-036b-4309-ab75-c4a482c832af-ccs,2f28b53d-c217-434e-b0c4-3b7f2e5dc28f-ccs,10b76df5-7a9e-4683-9639-bcf546aeaa80-ccs,14112325-d65e-4077-be6d-ad9f3c689cec-ccs,fb07a266-424c-4268-85ec-0bfc73d6fd61-ccs,914ecc40-11ba-4c1c-8998-bbb2b541cbd2-ccs,3173bea0-1111-4224-a1a9-31e0fceb8fea-ccs,2b86a393-3f88-4571-bf75-135535e7b9a6-ccs,75dde26d-8f01-4e33-9517-51729723b246-ccs,c9c6e158-34a0-48e2-b25e-8595ff303258-ccs,481470af-fc87-48eb-a5b9-dbb546348765-ccs,ec400ab6-daf8-41cc-94ba-283d58a4ff91-ccs,0d9bfe82-f91c-4545-8b53-beef12401027-ccs,a399629a-28df-4b2e-a833-e998a5205dc7-ccs,d63399e1-291e-4f0d-a457-389111d697a0-ccs,f9c44c95-f60a-44ec-bd1f-3bba51736bf6-ccs,4f6a6fb3-9980-41de-83f6-e6c808b8fb69-ccs,b07dc9ce-edc3-4b25-aa59-7e2763e6ae0f-ccs,eadd94cb-06bf-4d03-b0d2-2248bb021086-ccs,29fcdfd3-5131-4f62-a48c-35c056decc10-ccs,fe38f36e-9bb9-45d0-a024-1d05966b290c-ccs,c65395d6-f81b-4fe7-8bdc-5bfdf817c0a7-ccs,e623fd87-dae2-4f09-8989-1db1b87d7cec-ccs,d474cba2-fd75-473a-b49a-7b1c21c92111-ccs,e5ce0c1c-1bbe-48b8-b4e2-597a051bdcbd-ccs,f8f860c9-2023-498d-b05a-dbbedce8f59f-ccs,4316b389-d076-4f33-b44e-1ec412fd231a-ccs,10c36a9e-8cc9-441d-8a51-3d8fad91a786-ccs,279c80b2-59df-4bdd-857f-90806764d11e-ccs,1a37844f-f4ac-4fa4-97a9-43c99565c9f2-ccs,5a585439-47b3-4592-8448-d5066e3e0402-ccs,6e876dda-9599-4e19-b665-308cc60d13f4-ccs,1859d51a-747e-45f0-b882-a28f12ae704c-ccs,f437ef6f-03e7-4d7d-9573-7efef3618c98-ccs,5d4812ee-7f25-4915-a2b9-f934b5388d75-ccs;ON=.;CB=.
chr2	206236350	206236351	chr21	33903640	33903641	BP211	MEDIUM	-	-	RC=17;MD=33.2;GN=N/A,ATP5POP1,ATP5PO;GI=N/A,ENSG00000159186.4,ENSG00000241837.7;GC=6,17,17;CL=FUSION:17;MQ=6.55509,33.8769;MI=0.866812,0.914304;SA=13,9;BP=17;EX=17,17;IN=0,0;AC=chr2:206236350-/chr21:33903640-,chr2:206236837+/chr2:206236730-,chr21:33915755-/chr2:206236861-,chr21:33903640+/chr2:206236676-,chr21:33912399+/chr2:206236651-	RN=5454166c-2f07-400a-bd69-7c824836074f-ccs,f9fd76e9-c724-4162-ac13-903917ce2f01-ccs,15840907-931d-4dd3-b24e-5dc980d86c25-ccs,d5d0d2b1-d717-4f00-a890-8421d6862c2a-ccs,b249fe5c-7402-45b8-9ed2-47dd9e765076-ccs,ff278446-85dd-4ac1-9831-17ddab2b6e87-ccs,7159cb7b-98ca-4e6b-ac15-6874991d1f94-ccs,ea7fdf83-463e-490c-b47b-14dd4b047932-ccs,401fbdf3-2283-4971-a3c8-437bc184bf6c-ccs,bef1b7cc-ce4a-44ba-8c02-b18c3dd83d0f-ccs,13de68a1-f9e8-459a-b59f-2fa13ede6055-ccs,9f408221-ac85-463e-8cd8-2b750c7dfd3b-ccs,3d153e72-8a16-4e60-87d6-2f155b8028df-ccs,c493c025-d956-4b0e-9177-343c25dc470c-ccs,a05e9859-065d-4a47-ad0f-4f3c0875b6ec-ccs,127b9eb9-d869-4c53-9a08-bfd2ca16eeb7-ccs,f8b507c1-062c-4f60-b57c-c6cbef4b8e41-ccs;ON=.;CB=.
chr2	206236548	206236549	chr21	33907454	33907455	BP212	MEDIUM	-	-	RC=1;MD=0;GN=ATP5POP1,ATP5PO;GI=ENSG00000159186.4,ENSG00000241837.7;GC=1,1;CL=FUSION:1;MQ=1,60;MI=0.876984,0.943262;SA=1,0;BP=1;EX=1,1;IN=0,0;AC=chr2:206236548-/chr21:33907454-	RN=1378a714-09b5-4c16-b171-0fa1ccae2c7a-ccs;ON=.;CB=.
chr2	206410409	206410410	chr9	19446277	19446278	BP232	MEDIUM	-	+	RC=1;MD=0;GN=ACER2P1,ACER2;GI=ENSG00000180105.11,ENSG00000177076.6;GC=1,1;CL=FUSION:1;MQ=60,60;MI=0.888508,0.926779;SA=1,0;BP=1;EX=0,0;IN=0,1;AC=chr2:206410409-/chr9:19446277+	RN=296649a4-dcfa-4fb8-b87e-90625d5d8169-ccs;ON=.;CB=.
