ID	Gene1	Gene2	NumSupp	Chrom1	Breakpoint1	Chrom2	Breakpoint2	SupportingReads
GF0430	HLA-DPA1	MT-ND4	1	chr6	33069709	chrM	12133	c58a1836-336e-46e4-9796-04b47d9601f7
GF0431	UBB	FER	1	chr17	16381899	chr5	109100520	c5af82ef-2bfa-4917-b2e2-730875f1819e
GF0432	IGLV6-57	IGLC2	1	chr22	22196272	chr22	22900975	c5e59675-f901-44c0-bf29-52ec2bcc3d84
GF0433	PSMD4	ENSG00000263809	1	chr1	151254776	chr17	8377520	c72d46c2-4bcd-448f-b6cf-5c4b85061f15
GF0434	ENSG00000287916	RPS20P14	1	chr3	156543021	chr3	186900587	c80b9787-7abf-452d-9fa7-33192360e916
GF0435	HNRNPD	H1-2	1	chr4	82357368	chr6	26056270	c8351097-1956-48aa-918d-bdad0038e28f
GF0436	ASCC3	REV3L	1	chr6	100725704	chr6	111483657	c895e872-900d-4a09-9b4c-99e73343f7b2
GF0437	NUP37	NOP9	1	chr12	102074192	chr14	24305567	c8e76fd6-035f-4c97-a105-bf714d8e3913
GF0438	MIR155HG	RPL10	1	chr21	25575167	chrX	154398506	c94dfeab-a794-4ec7-a30d-891ef3c69554
GF0439	PRRC2C	ALOX5AP	1	chr1	171593508	chr13	30735552	c9556512-d67f-469a-b1c6-ded9c71fc3d0
GF0440	KHDRBS1	ENSG00000280441	1	chr1	32014118	chr21	8397108	ca2673cd-06be-4889-8483-0b29bd5aa8be
GF0441	SORL1	NNT	1	chr11	121478242	chr5	43675509	ca2dea85-2545-4b02-9e8e-70962dbe62dd
GF0442	MXI1	SNRPG	1	chr10	110286634	chr2	70288189	cb0ec014-3361-49b4-bf99-33e1cb072888
GF0443	ARPC2	ATXN10	1	chr2	218245417	chr22	45740538	cb5295db-d425-4626-bf1f-596eaaa6eb12
GF0444	TLR1	RPL35	1	chr4	38796287	chr9	124861555	cb87134f-10a6-4f96-ae00-5c859ab9a093
GF0445	RPL34	KLHL9	1	chr4	108621949	chr9	21331115	cbc76ca9-4733-48e0-abc4-3abc7025a1e2
GF0446	SEC11C	TBL1XR1	1	chr18	59149506	chr3	177197120	cbd23f6d-991f-4bc9-975f-98c77f175758
GF0447	GUSBP1	ENSG00000290548	1	chr5	21497184	chr5	34182869	cc5f95a2-77a5-4abe-b699-259585a08055
GF0448	GUSBP1	ENSG00000253333	1	chr5	21491317	chr5	70495006	cc5f95a2-77a5-4abe-b699-259585a08055
GF0449	GUSBP1	GUSBP15	1	chr5	21497184	chr5	70522188	cc5f95a2-77a5-4abe-b699-259585a08055
GF0450	ENSG00000290548	ENSG00000253333	1	chr5	34182869	chr5	70495022	cc5f95a2-77a5-4abe-b699-259585a08055,cc5f95a2-77a5-4abe-b699-259585a08055
GF0451	ENSG00000253333	GUSBP15	1	chr5	70495006	chr5	70522188	cc5f95a2-77a5-4abe-b699-259585a08055
GF0452	IGHA1	IGHV3-69-1	1	chr14	105708666	chr14	106728163	cd628090-0eb1-4e3b-a831-fa054565d635
GF0453	TPT1	UTP18	1	chr13	45337176	chr17	51260626	ce7ee491-2c39-4c34-b41d-6bc2d9bdb5ea
GF0454	QTRT1	PSMD14-DT	1	chr19	10701462	chr2	161248623	cf06e001-8b37-4f05-82f0-37c186d4d301
GF0455	STAT1	SKP1	1	chr2	191008997	chr5	134157121	cf4fbb7a-95d8-4114-99c6-34b7cd221ea3
GF0456	PTBP3	WDR5	1	chr9	112252544	chr9	134154463	cf4fe848-84af-428c-8c53-81be8bfd343d
GF0457	SUV39H2	PCMTD1	1	chr10	14899882	chr8	51899056	cfe0da2c-fa35-4e0c-bde5-de2605e0f612
GF0458	H2AZ1	ERMARD	1	chr4	99948900	chr6	169755368	d0a40389-42ac-4cb5-ac36-829c9e224eaa
GF0459	ENSG00000280441	GSDME	1	chr21	8394101	chr7	24706373	d235efd5-71e7-47d4-ba9d-3b885ce8398a
GF0460	CINP	ARPP19	1	chr14	102355767	chr15	52557223	d28ac302-8e50-421a-8ec8-7bbe80ae61d2
GF0461	DIS3L	LSM8	1	chr15	66329376	chr7	118185650	d31d6d63-30a7-4100-ba6f-a6ca0ce5d02c
GF0462	ENSG00000285550	LINC01478	1	chr18	44326482	chr18	44549477	d331c8b3-d4a7-4cb1-bd29-a6697fcd6c93
GF0463	ZC3H8	VKORC1L1	1	chr2	112250190	chr7	65948670	d40d0887-82a0-4f5d-88d4-765bf965f4ff
GF0464	EIF4G2	JPT1	1	chr11	10808853	chr17	75135990	d4c9ea27-9c46-427c-ab7e-3a99fddb7d88
GF0465	RPLP1	CCT5	1	chr15	69455524	chr5	10250366	d50e550c-3184-468b-849f-84fe459c74d6
GF0466	CHI3L2	RPL6	1	chr1	111229746	chr12	112405189	d55467ac-562d-463f-95fa-66f6ba587914
GF0467	RPS8	SH3BGRL	1	chr1	44778028	chrX	81298181	d58cdf13-272c-474a-a19d-6de2dd4db17a
GF0468	DNAJC11	UQCRC2	1	chr1	6644556	chr16	21980546	d60a9e96-eaf5-4385-a041-12bf21eaa99b
GF0469	SYNGR2	RPL8	1	chr17	78171570	chr8	144790373	d6b86c05-dcfa-451c-b565-4a7b49fae1ee
GF0470	ZNF271P	BUB1	1	chr18	35327036	chr2	110642234	d7c3a5a6-e79d-4ec3-a90f-bdbc2fa8a3a6
GF0471	MT-RNR1	PIN4	1	chrM	1600	chrX	72276234	d7cd5ba5-030b-4c4f-9a00-d77645914961
GF0472	IRF8	RPL23	1	chr16	85922600	chr17	38853717	d82f95da-25c8-4d4f-b626-8fc3366eed18
GF0473	HLA-DRA	YWHAZ	1	chr6	32445045	chr8	100920737	d87e5f07-514a-47f0-9cd5-9e3820394de5
GF0474	TMEM165	MT-CO2	1	chr4	55395967	chrM	8252	d902d61f-b3e2-443b-8c3b-e00e4824e249
GF0475	RPS27A	ENSG00000285635	1	chr2	55235606	chr3	98531991	d9d234ed-7180-4dfe-b3e0-32be89639492
GF0476	HSD17B12	ENSG00000290199	1	chr11	43856614	chr22	23974423	da4e1fcf-6798-4cb5-a8cc-90392c0c610b
GF0477	RPS27AP16	RPS3A	1	chr16	61055412	chr4	151099641	dac44103-5abf-4798-93f2-46a43da2e7da
GF0478	ZFC3H1	TTC3	1	chr12	71656885	chr21	37108391	dac83e04-4924-4cf4-8a7a-3899a6f67be1
GF0479	OPN3	IQCG	1	chr1	241593612	chr3	197950206	dad74f82-bdee-48c7-b932-c757055f2a7b
GF0480	DNAJC1	RPS28	1	chr10	22003558	chr19	8322383	dc1948c6-78e8-4061-9665-63d1d6d89ca4
GF0481	ENSG00000264860	SERPINI1	1	chr17	73170738	chr3	167790531	dce14a71-a5d2-4a11-b6b8-a38ee1b4edca
GF0482	DDB2	MAN2B1	1	chr11	47237834	chr19	12661258	dd197bec-da00-4fa4-aa1b-cfd5a316c693
GF0483	RPL5	UBA2	1	chr1	92834912	chr19	34430574	dd44a719-4d15-49f5-9814-249385a87601
GF0484	TMSB4X	PIN4	1	chrX	12976240	chrX	72272607	dd5f6d0a-46e6-4d2d-babc-e56e860d710a
GF0485	PDCD4	EIF3J	1	chr10	110881231	chr15	44554664	de98e3fa-2d3d-41c2-93e1-79808ad2120a
GF0486	TMEM269	SLC25A6	1	chr1	42816568	chrX	1386151	df3cb848-4db6-4b55-b5c2-17c236e1a8d6
GF0487	ENSG00000264668	HPRT1	1	chr8	143276930	chrX	134460173	e0308474-5881-4a22-af74-68d0373a883b
GF0488	RPL4	SND1	1	chr15	66502610	chr7	127990944	e06fff3e-d1cb-4551-8820-0fc12f911125
GF0489	PIK3R6	THOC5	1	chr17	8867704	chr22	29508328	e0d47d21-55ae-4052-8823-0f5ef64b47c6
GF0490	AIDA	RPS16	1	chr1	222668169	chr19	39435934	e10c139c-0ba7-4f5e-b75b-7c1d2888c1ce
GF0491	PFN1	CREB1	1	chr17	4948459	chr2	207602766	e193450d-3969-4fb9-9b8d-4a6d1b5bd0c7
GF0492	ENO1	CEP57	1	chr1	8861002	chr11	95790534	e1df0cd2-19a9-4fd8-89b1-d5fd68324cab
GF0493	RPLP1	TTC21B	1	chr15	69455545	chr2	165890898	e1ef0f3c-4c65-4617-9413-32ab78aca04e
GF0494	ENO1	STAU1	1	chr1	8871987	chr20	49113522	e2c600f4-d94b-4593-af1c-b4d319ed4984
GF0495	MS4A1	ACTB	1	chr11	60455861	chr7	5527173	e3175a5d-882b-49a4-be07-d45fd68d1bd4
GF0496	RNPC3	TASOR	1	chr1	103555037	chr3	56624476	e3ed01d2-3933-43bb-af50-a74c4ecbec18
GF0497	EIF4G2	ACTG1	1	chr11	10797053	chr17	81512360	e425c5a3-7a1f-4727-915e-d861c8ca9788
GF0498	SCFD1	SUB1	1	chr14	30622346	chr5	32601129	e4ec218f-d760-4430-a2d4-bc2e314f3cdf
GF0499	BIRC2	LCP1	1	chr11	102368305	chr13	46125922	e5f8c342-52ec-43db-bc60-7dc6a52aaa16
GF0500	HNRNPLL	IGLC2	1	chr2	38602877	chr22	22901435	e66ace25-b8fc-46d1-a86a-302e611e0c06
GF0501	SLC38A1	GNL3	1	chr12	46188228	chr3	52686052	e6fc2454-9255-4aba-bea3-76412474570e
GF0502	CAND1	RPL13A	1	chr12	67313235	chr19	49489855	e7257a88-6593-4ceb-ae91-44aecca96ffc
GF0503	TRIP12	ATP5F1E	1	chr2	229778991	chr20	59028804	e7fd6bc3-8143-407d-becd-6381f895f746
GF0504	RBM26	ATXN10	1	chr13	79314991	chr22	45740537	e8e443fc-ca7b-43e4-b2be-25453c843311
GF0505	C1orf109	UQCRC2	1	chr1	37690482	chr16	21983346	e90b4af7-3d6f-4421-aeaa-8ae4ed0a6ef0
GF0506	COX5A	BTF3	1	chr15	74938101	chr5	73505494	e919a76c-c9ce-4d79-8c6a-9d0e6f11ba9f
GF0507	PIBF1	WDR33	1	chr13	73015866	chr2	127763061	e9381aed-3430-4474-8ebe-aef3d0ed8170
GF0508	RPSA	ENSG00000290318	1	chr3	39407622	chr3	49359139	e95ff40c-acff-4880-af08-c917c08d323f
GF0509	GNAS	IP6K2	1	chr20	58895618	chr3	48695087	e963507b-bf09-42a0-989e-9f7d65ad07ba
GF0510	HLA-C	LEPROTL1	1	chr6	31268747	chr8	30095473	e9991908-7190-404f-bde2-bfccfb36b765
GF0511	SUMO2	EIF4A3	1	chr17	75167743	chr17	80147115	e9b9c464-6160-466c-9b0b-4e972cf30e18
GF0512	TTF2	DEPDC1B	1	chr1	117086425	chr5	60686961	ea67ec06-e3f9-47f9-8955-d221594155fc
GF0513	FAM104A	NKIRAS1	1	chr17	73232245	chr3	23937122	eab53f4b-ee28-4256-93ac-62974a30112f
GF0514	UBXN7	ENSG00000243004	1	chr3	196347661	chr7	20002735	eb27f107-6a10-487a-93c3-693bd36386ae
GF0515	EIF3D	CBX3	1	chr22	36529149	chr7	26213350	eba8e1b0-7e8f-4877-8021-aef278bd284c
GF0516	SNRPA1	LGALS1	1	chr15	101281517	chr22	37675650	ec05110a-85d6-4af5-a22f-44280a934c23
GF0517	CTR9	ENSG00000289809	1	chr11	10797069	chr3	12840242	ec09bce4-3ac8-437a-9cf9-a9fa97ca4d99
GF0518	UBXN4	MT-CO2	1	chr2	135741906	chrM	8104	ec4e87be-cd43-41da-a377-9d7991a37729
GF0519	CD81	COX5AP1	1	chr11	2397394	chr14	55241151	ec95321c-3753-4e64-9b25-493e28393f6c
GF0520	RPL6	RPS5	1	chr12	112408656	chr19	58394775	ecaac9a8-1b19-400f-8bd6-5d366b5b0b75
GF0521	NAALADL2	UHRF2	1	chr3	175271056	chr9	6496959	ece95ea3-97b9-4bf8-94a7-31cd3afcc5a1
GF0522	CWC22	BLK	1	chr2	179986806	chr8	11494590	edbaf586-1dae-4aa7-948a-e119e5589297
GF0523	SDCBP	RIPK2	1	chr8	58582854	chr8	89786610	edd77b4a-c8d1-4a83-96d9-6297e579989d
GF0524	EEF2	RPL14	1	chr19	3984306	chr3	40462272	eea59e47-b6c8-4a3e-9e5b-3cf4c2919f1f
GF0525	THUMPD3-AS1	SETD5	1	chr3	9374513	chr3	9424527	eeacf0ed-69b9-472a-91a9-6c58a2d8278d
GF0526	GPX4	TCEA1	1	chr19	1106588	chr8	53966555	ef263ce6-0c0b-4837-bd1f-5f9493bb42c1
GF0527	PARN	SV2C	1	chr16	14604227	chr5	76242143	efbf7dab-2409-4c6e-a6da-02eab958ca20
GF0528	ATP5PF	NAAA	1	chr21	25734886	chr4	75916432	efda0ae0-0a1d-4f7d-b647-e4cae987bdbe
GF0529	KIF2A	CWC27	1	chr5	62306537	chr5	64774689	f1fe2d00-949a-4b0b-8183-4c92b8f77083
GF0530	HSPD1	MT-ATP8	1	chr2	197498848	chrM	9206	f22a1e3c-2097-4939-a43a-0a9c17625b6e
GF0531	RPL21P16	YPEL5	1	chr10	120354658	chr2	30146952	f2a9591a-ba22-4487-9e7f-41e5bdcc6f21
GF0532	CRYZ	NBDY	1	chr1	74710103	chrX	56817321	f3da7624-121d-49ce-bd18-492059ec914c
GF0533	RPL21P16	ENSG00000280571	1	chr10	120354658	chr3	42794281	f56d0e66-4261-4cda-bfd7-301e276a87f3
GF0534	RPS25	PIN4	1	chr11	119015711	chrX	72277237	f658884b-abad-4a65-8652-54be6f23ac2d
GF0535	RBM15	GAPDH	1	chr1	110345219	chr12	6538370	f6ab9b05-6c88-480d-af4d-9649d8af08be
GF0536	IQCG	MT-ND3	1	chr3	197954002	chrM	10273	f7ee4174-4b6d-4501-b57a-8f5375720fd5
GF0537	IGHA1	IGHV3-64	1	chr14	105708667	chr14	106657723	f7f65e71-20f7-469c-9d2a-3327f3958f4d
GF0538	NACA	ARHGEF35-AS1	1	chr12	56712434	chr7	144240703	f822ccdc-0488-4035-927b-cc62affea631
GF0539	GAPDH	AURKA	1	chr12	6536553	chr20	56369664	f8782d4c-e0e7-4cc0-b304-49aa7685afa9
GF0540	PSMB6	ACTG1	1	chr17	4796191	chr17	81509970	f8beb3ce-3998-4ed4-809e-a47a43d721ed
GF0541	ZFYVE9	RPL13A	1	chr1	52238381	chr19	49492308	f954d36f-263c-4106-8b49-283300728bb6
GF0542	SAV1	MNAT1	1	chr14	50665617	chr14	60734947	fa4e2f5f-5cd0-4347-b528-fe15b3042196
GF0543	TPI1	HSPD1	1	chr12	6867545	chr2	197486578	fae61c86-3c16-4e78-b4ce-f652e5c5c7e3
GF0544	PLEKHA7	NUDT21	1	chr11	16975029	chr16	56429131	fae623b6-c7a0-43f0-b6fc-8ee84c0f31f2
GF0545	EPS15	RPL6P27	1	chr1	51355236	chr18	6462561	faf8995a-5067-4960-8d1e-2498abd678cc
GF0546	SRPRA	HLA-DMB	1	chr11	126264106	chr6	32935653	fb05b991-8d8b-442d-985c-3b2d090f95b8
GF0547	ZNF430	ENSG00000273269	1	chr19	21022881	chr2	47170765	fb2c1c5b-2487-4734-b14d-97f67a6a67f0
GF0548	GLO1	TRIM14	1	chr6	38703133	chr9	98084352	fb3f795b-f384-43c8-a265-ddf7c5eaea7a
GF0549	ENO1	ANKRD10	1	chr1	8861037	chr13	110914947	fb5914b6-6265-481f-9e2d-d745ee231411
GF0550	RNF169	UBB	1	chr11	74842407	chr17	16381128	fb9e62ad-4e9c-4573-9762-65a81d47e093
GF0551	YAF2	EIF4A2	1	chr12	42160826	chr3	186787876	fc2d2b6b-b3cb-490f-b029-2c10893ea059
GF0552	FAM111B	NQO1-DT	1	chr11	59126018	chr16	69741870	fce347d2-01e4-45c5-811d-983effc5eda2
GF0553	SRSF11	MIA-RAB4B	1	chr1	70221614	chr19	40780097	fd1cf002-0196-445c-8754-9b09c14784b6
GF0554	SH3GLB1	BHLHE40	1	chr1	86704856	chr3	4985179	fdd51619-8626-4a7d-84d2-c74947afc649
GF0555	CSTB	PSIP1	1	chr21	43776332	chr9	15464065	fdf171bf-59c9-4866-93bf-78414fa8aca5
GF0556	C18orf21	RPL35	1	chr18	35972696	chr9	124857884	fe5f31d5-b69e-4b9d-84de-c0a9cc1fbe8c
GF0557	RPS3	INSIG1	1	chr11	75399534	chr7	155310189	ff58993d-286c-4265-8298-26c9cebaaa28
